id,flight_number,airline,departure_airport,arrival_airport,scheduled_departure,scheduled_arrival,aircraft,price
241,DL7035,Delta Air Lines,JFK,ORD,2025-12-25T10:00:00,2025-12-25T15:47:48.622504,B787,623.26
242,DL4015,Delta Air Lines,LAX,SFO,2025-12-25T08:00:00,2025-12-25T10:48:01.179846,B737,822.11
243,AA9221,American Airlines,JFK,SFO,2025-12-25T12:00:00,2025-12-25T14:43:35.171346,B738,190.75
244,DL7154,Delta Air Lines,JFK,DFW,2025-12-25T22:15:00,2025-12-26T03:38:11.138076,B787,924.16
245,DL2157,Delta Air Lines,BOS,DEN,2025-12-25T11:00:00,2025-12-25T13:41:21.300575,B737,623.46
246,DL8236,Delta Air Lines,LAX,JFK,2025-12-25T14:45:00,2025-12-25T17:05:43.133943,B738,345.13
247,AA9341,American Airlines,LAX,MIA,2025-12-25T23:00:00,2025-12-26T01:01:06.410719,B737,972.63
248,UA1253,United Airlines,JFK,ORD,2025-12-25T12:00:00,2025-12-25T14:56:15.907781,A320,319.97
249,UA9646,United Airlines,LAX,SEA,2025-12-25T06:45:00,2025-12-25T09:31:06.968661,B738,84.42
250,AA1568,American Airlines,DEN,MIA,2025-12-25T08:45:00,2025-12-25T10:51:06.791875,A320,937.1
251,AA2465,American Airlines,ORD,SEA,2025-12-25T07:30:00,2025-12-25T09:41:59.304478,B737,551.34
252,DL8298,Delta Air Lines,SFO,LAX,2025-12-25T15:15:00,2025-12-25T20:30:18.265213,B787,375.15
253,WN5685,Southwest Airlines,SFO,SEA,2025-12-25T22:30:00,2025-12-26T01:06:59.508220,B737,472.47
254,AA6025,American Airlines,ORD,SFO,2025-12-25T12:00:00,2025-12-25T14:30:24.952174,B737,670.91
255,AA3388,American Airlines,SEA,JFK,2025-12-25T09:15:00,2025-12-25T13:00:25.700578,A321,179.56
256,UA9439,United Airlines,SEA,BOS,2025-12-25T07:30:00,2025-12-25T10:40:35.080258,B738,967.39
257,WN1782,Southwest Airlines,DFW,DEN,2025-12-25T14:00:00,2025-12-25T17:24:26.658343,B738,511.76
258,DL1350,Delta Air Lines,DFW,SEA,2025-12-25T08:15:00,2025-12-25T14:26:03.831957,B787,882.18
259,WN6291,Southwest Airlines,DFW,SFO,2025-12-25T16:30:00,2025-12-25T18:37:08.020991,A320,75.3
260,UA5289,United Airlines,DFW,SFO,2025-12-25T18:45:00,2025-12-25T21:15:00.765782,A321,485.13
261,DL7394,Delta Air Lines,BOS,SEA,2025-12-25T10:30:00,2025-12-25T13:00:10.953306,A321,70.57
262,AA4158,American Airlines,MIA,LAX,2025-12-25T22:00:00,2025-12-26T00:22:05.748530,B737,54.14
263,B68322,JetBlue,SEA,JFK,2025-12-25T20:15:00,2025-12-25T22:53:21.719932,A321,588.18
264,AA6685,American Airlines,DFW,ATL,2025-12-25T20:00:00,2025-12-25T23:06:05.736378,A320,214.12
265,B63662,JetBlue,SEA,SFO,2025-12-25T05:15:00,2025-12-25T08:07:19.415579,A320,510.01
266,WN7817,Southwest Airlines,BOS,LAX,2025-12-25T14:00:00,2025-12-25T17:09:18.912037,A320,899.92
267,AA1805,American Airlines,JFK,DEN,2025-12-25T17:45:00,2025-12-25T20:31:19.862346,A321,810.11
268,B68678,JetBlue,SFO,JFK,2025-12-25T10:45:00,2025-12-25T13:27:01.453416,B737,113.65
269,UA2497,United Airlines,ATL,ORD,2025-12-25T13:00:00,2025-12-25T15:43:11.263574,A321,333.02
270,WN5846,Southwest Airlines,ATL,MIA,2025-12-25T22:30:00,2025-12-26T04:17:36.550879,B787,938.31
271,WN6029,Southwest Airlines,DEN,DFW,2025-12-25T05:15:00,2025-12-25T08:29:23.315094,A320,235.89
272,WN9311,Southwest Airlines,BOS,SFO,2025-12-25T22:15:00,2025-12-26T01:06:38.277621,B738,727.26
273,DL464,Delta Air Lines,ATL,BOS,2025-12-25T22:15:00,2025-12-26T00:40:21.229887,A320,102.5
274,AA1555,American Airlines,DEN,DFW,2025-12-25T09:00:00,2025-12-25T11:03:26.022574,A320,954.63
275,DL5788,Delta Air Lines,DEN,MIA,2025-12-26T06:45:00,2025-12-26T12:34:29.800447,B787,798.27
276,DL371,Delta Air Lines,ATL,SEA,2025-12-26T19:15:00,2025-12-26T22:06:48.184203,B738,765.05
277,DL9794,Delta Air Lines,BOS,MIA,2025-12-26T14:15:00,2025-12-26T16:32:37.537548,A320,976.15
278,UA7295,United Airlines,SFO,SEA,2025-12-26T14:15:00,2025-12-26T17:41:09.883127,B738,400.03
279,WN9258,Southwest Airlines,ORD,ATL,2025-12-26T19:00:00,2025-12-26T21:46:26.773962,B738,116.0
280,UA5892,United Airlines,SFO,DEN,2025-12-26T22:00:00,2025-12-27T00:49:36.534942,A321,567.06
281,UA4724,United Airlines,SFO,ORD,2025-12-26T10:45:00,2025-12-26T13:55:00.469604,A320,970.27
282,DL8046,Delta Air Lines,SEA,LAX,2025-12-26T20:30:00,2025-12-26T23:54:39.218362,A321,396.03
283,WN5475,Southwest Airlines,ATL,DEN,2025-12-26T12:30:00,2025-12-26T15:51:08.028494,B738,132.57
284,WN939,Southwest Airlines,MIA,DEN,2025-12-26T17:00:00,2025-12-26T19:39:02.742492,A320,618.37
285,DL5357,Delta Air Lines,LAX,BOS,2025-12-26T09:45:00,2025-12-26T13:02:26.864596,A321,431.59
286,AA2289,American Airlines,BOS,SEA,2025-12-26T10:00:00,2025-12-26T12:29:49.413422,B738,231.3
287,DL3917,Delta Air Lines,DFW,SEA,2025-12-26T13:15:00,2025-12-26T15:42:48.933505,B737,411.0
288,WN6894,Southwest Airlines,MIA,LAX,2025-12-26T20:30:00,2025-12-26T23:47:02.867909,A320,139.8
289,B62294,JetBlue,DEN,ORD,2025-12-26T19:00:00,2025-12-26T21:49:51.072570,B737,634.19
290,AA3529,American Airlines,JFK,BOS,2025-12-26T11:45:00,2025-12-26T14:29:05.724840,B738,769.35
291,AA2160,American Airlines,DEN,ORD,2025-12-26T11:30:00,2025-12-26T14:36:42.890715,B737,341.0
292,B68879,JetBlue,SFO,ORD,2025-12-26T19:00:00,2025-12-26T22:17:35.035063,B738,830.95
293,DL7210,Delta Air Lines,MIA,BOS,2025-12-26T20:15:00,2025-12-27T01:15:06.610563,B787,87.74
294,WN7018,Southwest Airlines,DFW,ATL,2025-12-26T11:30:00,2025-12-26T14:23:37.116514,B737,424.93
295,DL4049,Delta Air Lines,SFO,JFK,2025-12-26T17:30:00,2025-12-26T19:41:28.765218,A320,134.93
296,WN3388,Southwest Airlines,DEN,JFK,2025-12-26T11:45:00,2025-12-26T14:39:24.087129,B737,54.24
297,WN9622,Southwest Airlines,BOS,SEA,2025-12-26T19:30:00,2025-12-26T22:35:04.615475,A320,889.16
298,WN1589,Southwest Airlines,ATL,LAX,2025-12-26T20:15:00,2025-12-26T22:54:59.165865,B737,853.36
299,B65977,JetBlue,DFW,MIA,2025-12-26T10:15:00,2025-12-26T12:30:20.907810,B737,963.05
300,DL6846,Delta Air Lines,ATL,SEA,2025-12-26T15:15:00,2025-12-26T17:55:59.961170,B737,130.15
301,B65803,JetBlue,DFW,DEN,2025-12-26T20:00:00,2025-12-27T01:16:39.761142,B787,642.5
302,UA1963,United Airlines,MIA,LAX,2025-12-26T11:30:00,2025-12-26T14:03:42.293551,B737,690.45
303,AA1641,American Airlines,SFO,BOS,2025-12-26T23:45:00,2025-12-27T05:23:41.156247,B787,705.62
304,AA9638,American Airlines,SEA,DEN,2025-12-26T13:45:00,2025-12-26T17:03:51.196651,B738,635.33
305,AA6180,American Airlines,BOS,SFO,2025-12-26T05:00:00,2025-12-26T07:42:52.847985,B737,265.95
306,AA1898,American Airlines,ORD,MIA,2025-12-26T19:30:00,2025-12-26T23:03:28.745322,A321,920.33
307,DL2834,Delta Air Lines,SFO,DFW,2025-12-26T17:45:00,2025-12-26T21:24:35.416108,A321,253.01
308,DL4090,Delta Air Lines,DEN,BOS,2025-12-26T07:00:00,2025-12-26T09:04:18.926886,B737,965.7
309,B63226,JetBlue,ATL,BOS,2025-12-26T16:45:00,2025-12-26T22:09:30.514610,B787,452.25
310,UA8173,United Airlines,DEN,LAX,2025-12-26T22:30:00,2025-12-27T02:00:01.781014,A321,707.9
311,DL470,Delta Air Lines,BOS,ORD,2025-12-26T21:45:00,2025-12-27T00:37:27.719720,A321,561.27
312,DL8988,Delta Air Lines,LAX,SFO,2025-12-26T22:45:00,2025-12-27T01:43:38.068681,B737,746.54
313,B63626,JetBlue,SEA,DFW,2025-12-26T10:00:00,2025-12-26T12:42:14.482968,A321,982.32
314,UA257,United Airlines,DFW,LAX,2025-12-26T16:15:00,2025-12-26T18:51:27.984675,B738,611.51
315,B61002,JetBlue,SFO,LAX,2025-12-26T06:00:00,2025-12-26T08:15:59.390964,B738,335.74
316,DL9270,Delta Air Lines,MIA,ORD,2025-12-26T16:00:00,2025-12-26T18:49:06.469663,B738,985.4
317,B63035,JetBlue,DFW,SEA,2025-12-26T07:45:00,2025-12-26T10:29:00.272841,B738,925.21
318,WN9140,Southwest Airlines,DEN,SFO,2025-12-26T18:30:00,2025-12-26T21:34:46.026695,A321,332.73
319,DL8477,Delta Air Lines,DFW,MIA,2025-12-26T17:30:00,2025-12-26T22:36:12.730740,B787,659.89
320,DL4509,Delta Air Lines,SFO,JFK,2025-12-26T07:15:00,2025-12-26T10:58:09.174222,A321,213.36
321,DL4182,Delta Air Lines,ATL,JFK,2025-12-26T07:15:00,2025-12-26T10:04:14.175950,B737,574.15
322,AA187,American Airlines,DEN,LAX,2025-12-26T14:30:00,2025-12-26T19:59:18.288537,B787,682.78
323,UA9327,United Airlines,DEN,DFW,2025-12-26T16:30:00,2025-12-26T18:44:01.604870,B738,862.07
324,AA5480,American Airlines,MIA,SFO,2025-12-26T20:30:00,2025-12-26T23:20:16.963251,A321,994.86
325,UA9288,United Airlines,DFW,BOS,2025-12-26T17:00:00,2025-12-26T20:35:23.920280,A321,439.24
326,UA5170,United Airlines,JFK,MIA,2025-12-26T14:45:00,2025-12-26T17:30:43.784733,B738,890.42
327,WN1867,Southwest Airlines,BOS,LAX,2025-12-26T22:15:00,2025-12-27T01:27:22.977282,B738,837.57
328,DL3523,Delta Air Lines,SFO,ORD,2025-12-26T14:45:00,2025-12-26T18:12:45.549830,A321,109.1
329,AA9473,American Airlines,BOS,ORD,2025-12-26T11:00:00,2025-12-26T13:37:54.917070,A321,605.58
330,UA5988,United Airlines,LAX,DEN,2025-12-26T10:30:00,2025-12-26T12:55:55.752145,B737,704.92
331,AA6196,American Airlines,ATL,DEN,2025-12-27T19:15:00,2025-12-27T22:38:41.239856,B738,975.48
332,AA9101,American Airlines,MIA,SEA,2025-12-27T22:15:00,2025-12-28T03:49:33.211860,B787,122.56
333,DL6784,Delta Air Lines,LAX,DEN,2025-12-27T19:15:00,2025-12-27T22:57:55.456457,A321,126.17
334,B62038,JetBlue,ORD,BOS,2025-12-27T20:15:00,2025-12-27T23:08:12.402336,A320,731.44
335,UA4695,United Airlines,ORD,BOS,2025-12-27T23:45:00,2025-12-28T02:49:06.324262,A321,343.57
336,DL9272,Delta Air Lines,JFK,ATL,2025-12-27T15:15:00,2025-12-27T17:53:54.003697,A321,943.74
337,UA4707,United Airlines,BOS,JFK,2025-12-27T12:00:00,2025-12-27T15:09:54.733235,A321,677.09
338,UA1665,United Airlines,JFK,SFO,2025-12-27T19:00:00,2025-12-27T21:58:10.816571,B737,366.56
339,B66995,JetBlue,DFW,BOS,2025-12-27T20:15:00,2025-12-27T23:02:54.650677,A320,337.94
340,UA3805,United Airlines,MIA,ATL,2025-12-27T13:45:00,2025-12-27T18:48:18.175505,B787,741.78
341,DL6390,Delta Air Lines,MIA,DEN,2025-12-27T08:45:00,2025-12-27T11:36:32.399345,B738,829.94
342,WN4311,Southwest Airlines,BOS,ATL,2025-12-27T21:30:00,2025-12-28T00:50:21.052077,A321,618.31
343,AA2058,American Airlines,SEA,DFW,2025-12-27T10:15:00,2025-12-27T12:50:13.145849,B738,637.87
344,UA3728,United Airlines,ORD,DEN,2025-12-27T14:45:00,2025-12-27T17:24:42.597370,B737,952.14
345,DL7101,Delta Air Lines,ORD,MIA,2025-12-27T09:15:00,2025-12-27T12:16:20.746006,B737,110.82
346,WN1712,Southwest Airlines,SFO,JFK,2025-12-27T17:30:00,2025-12-27T23:13:17.607201,B787,85.46
347,AA7258,American Airlines,DEN,MIA,2025-12-27T16:15:00,2025-12-27T18:40:39.726412,B737,663.94
348,AA8838,American Airlines,DFW,ORD,2025-12-27T15:45:00,2025-12-27T18:26:53.146006,A321,725.01
349,WN9805,Southwest Airlines,SEA,LAX,2025-12-27T20:15:00,2025-12-27T23:32:43.884453,B737,246.52
350,UA5885,United Airlines,BOS,SEA,2025-12-27T16:45:00,2025-12-27T22:35:49.730859,B787,90.5
351,UA1674,United Airlines,SEA,DFW,2025-12-27T16:45:00,2025-12-27T19:29:46.054990,A321,285.22
352,DL8539,Delta Air Lines,DEN,LAX,2025-12-27T18:30:00,2025-12-27T20:57:13.041047,B737,747.31
353,B64164,JetBlue,SEA,BOS,2025-12-27T16:30:00,2025-12-27T20:14:42.014411,A321,461.77
354,UA8888,United Airlines,DEN,JFK,2025-12-27T14:45:00,2025-12-27T20:52:41.665305,B787,958.11
355,DL3787,Delta Air Lines,DEN,ATL,2025-12-27T12:15:00,2025-12-27T17:34:34.052544,B787,235.3
356,UA4193,United Airlines,MIA,SFO,2025-12-27T06:15:00,2025-12-27T11:56:37.164219,B787,308.75
357,DL6407,Delta Air Lines,LAX,DFW,2025-12-27T17:00:00,2025-12-27T19:39:41.622442,B738,449.67
358,DL6874,Delta Air Lines,ORD,LAX,2025-12-27T08:15:00,2025-12-27T10:55:49.956619,A320,596.8
359,DL3583,Delta Air Lines,SFO,JFK,2025-12-27T06:00:00,2025-12-27T08:49:10.737038,A320,561.78
360,WN481,Southwest Airlines,DFW,SFO,2025-12-27T05:15:00,2025-12-27T10:41:28.093198,B787,924.05
361,WN143,Southwest Airlines,BOS,JFK,2025-12-27T19:15:00,2025-12-27T22:31:02.872316,A320,775.82
362,DL9852,Delta Air Lines,DFW,ORD,2025-12-27T21:00:00,2025-12-27T23:11:46.670618,A320,721.07
363,B68192,JetBlue,BOS,MIA,2025-12-27T23:30:00,2025-12-28T05:42:55.781740,B787,468.52
364,UA1149,United Airlines,DEN,SFO,2025-12-27T11:00:00,2025-12-27T13:55:52.690547,A321,875.12
365,B63016,JetBlue,SEA,BOS,2025-12-27T05:15:00,2025-12-27T11:25:29.051813,B787,175.53
366,B64050,JetBlue,DFW,BOS,2025-12-27T07:45:00,2025-12-27T09:58:25.843514,A320,958.42
367,AA4536,American Airlines,SFO,MIA,2025-12-27T13:00:00,2025-12-27T16:08:43.514661,A320,98.66
368,WN4871,Southwest Airlines,SEA,DEN,2025-12-27T07:45:00,2025-12-27T10:37:08.372499,B738,169.07
369,B63259,JetBlue,SFO,ATL,2025-12-27T23:45:00,2025-12-28T03:10:54.376543,B738,502.03
370,B61095,JetBlue,BOS,ORD,2025-12-27T18:30:00,2025-12-27T21:36:26.624841,A321,895.08
371,B64200,JetBlue,SEA,LAX,2025-12-27T05:30:00,2025-12-27T08:47:02.152603,B738,70.94
372,B68677,JetBlue,ORD,BOS,2025-12-27T06:15:00,2025-12-27T08:35:28.955784,B738,108.8
373,WN563,Southwest Airlines,DEN,ORD,2025-12-27T13:00:00,2025-12-27T18:23:16.494751,B787,991.66
374,WN9180,Southwest Airlines,SFO,DEN,2025-12-27T17:15:00,2025-12-27T20:16:51.359020,B738,436.41
375,B61146,JetBlue,ORD,SEA,2025-12-27T08:30:00,2025-12-27T10:32:45.988095,A320,515.21
376,WN2643,Southwest Airlines,SFO,LAX,2025-12-27T13:00:00,2025-12-27T18:20:45.938759,B787,761.54
377,UA9110,United Airlines,MIA,ATL,2025-12-27T21:15:00,2025-12-27T23:31:37.563031,A320,826.55
378,B68709,JetBlue,BOS,MIA,2025-12-27T06:30:00,2025-12-27T08:31:16.596682,A320,736.95
379,AA2554,American Airlines,ORD,BOS,2025-12-27T17:45:00,2025-12-27T22:45:46.301139,B787,884.7
380,AA4408,American Airlines,LAX,ATL,2025-12-27T19:15:00,2025-12-27T21:55:07.777667,B737,260.9
381,UA9529,United Airlines,DEN,JFK,2025-12-27T09:15:00,2025-12-27T12:23:27.442017,B738,109.37
382,B66180,JetBlue,LAX,SEA,2025-12-27T22:30:00,2025-12-28T01:42:18.642806,A321,89.45
383,WN8592,Southwest Airlines,MIA,ORD,2025-12-27T07:30:00,2025-12-27T10:26:36.189936,B737,817.61
384,AA8849,American Airlines,MIA,LAX,2025-12-27T16:00:00,2025-12-27T19:03:02.444718,B737,635.63
385,DL1079,Delta Air Lines,SEA,BOS,2025-12-27T07:15:00,2025-12-27T12:52:13.718566,B787,595.02
386,DL7845,Delta Air Lines,DFW,ATL,2025-12-27T22:30:00,2025-12-28T01:28:03.830766,A321,555.73
387,UA4547,United Airlines,SFO,LAX,2025-12-27T21:00:00,2025-12-27T23:02:49.020788,A320,146.25
388,WN6772,Southwest Airlines,DEN,JFK,2025-12-27T06:45:00,2025-12-27T09:46:09.390257,A320,681.11
389,WN8275,Southwest Airlines,DFW,SFO,2025-12-27T16:45:00,2025-12-27T19:40:03.579541,A321,298.06
390,WN923,Southwest Airlines,JFK,ORD,2025-12-28T10:00:00,2025-12-28T12:52:18.242051,A321,871.36
391,WN7410,Southwest Airlines,JFK,DEN,2025-12-28T13:15:00,2025-12-28T15:53:00.556240,A321,879.43
392,AA2321,American Airlines,SEA,JFK,2025-12-28T21:30:00,2025-12-28T23:54:15.550304,A320,338.68
393,WN592,Southwest Airlines,BOS,MIA,2025-12-28T12:30:00,2025-12-28T15:03:52.359379,B738,810.39
394,WN3764,Southwest Airlines,LAX,SFO,2025-12-28T21:15:00,2025-12-29T02:59:10.906077,B787,690.28
395,DL411,Delta Air Lines,ORD,JFK,2025-12-28T14:00:00,2025-12-28T16:22:08.053861,A320,637.93
396,B6690,JetBlue,JFK,ORD,2025-12-28T05:00:00,2025-12-28T10:28:14.548844,B787,254.65
397,AA7398,American Airlines,BOS,SEA,2025-12-28T20:15:00,2025-12-28T22:47:06.126378,A320,889.88
398,WN5806,Southwest Airlines,SEA,LAX,2025-12-28T17:00:00,2025-12-28T19:32:13.550156,B738,526.21
399,B69693,JetBlue,LAX,SFO,2025-12-28T07:00:00,2025-12-28T09:52:07.870740,B737,854.45
400,B61359,JetBlue,BOS,SEA,2025-12-28T16:15:00,2025-12-28T19:29:01.119266,B737,809.81
401,AA6813,American Airlines,BOS,DEN,2025-12-28T19:15:00,2025-12-28T22:56:46.449089,A321,495.84
402,B66425,JetBlue,SFO,MIA,2025-12-28T15:30:00,2025-12-28T18:23:14.096984,A321,537.23
403,AA5407,American Airlines,ATL,LAX,2025-12-28T09:15:00,2025-12-28T11:51:33.133653,A321,275.79
404,DL8718,Delta Air Lines,DFW,JFK,2025-12-28T14:45:00,2025-12-28T17:29:53.124779,B738,135.4
405,AA4504,American Airlines,DFW,JFK,2025-12-28T10:30:00,2025-12-28T15:52:10.289879,B787,549.54
406,AA7379,American Airlines,MIA,BOS,2025-12-28T19:15:00,2025-12-28T22:01:33.966645,B737,611.07
407,B66919,JetBlue,JFK,ATL,2025-12-28T22:45:00,2025-12-29T00:45:39.047382,A320,670.49
408,AA5398,American Airlines,ORD,JFK,2025-12-28T22:30:00,2025-12-29T04:20:35.337601,B787,939.45
409,AA2515,American Airlines,MIA,DFW,2025-12-28T12:30:00,2025-12-28T15:42:21.289088,A321,808.93
410,DL9806,Delta Air Lines,ORD,JFK,2025-12-28T07:00:00,2025-12-28T10:47:42.394917,A321,710.4
411,B68299,JetBlue,MIA,ATL,2025-12-28T21:30:00,2025-12-29T00:31:50.645031,A321,537.32
412,DL2172,Delta Air Lines,ATL,BOS,2025-12-28T13:30:00,2025-12-28T15:54:31.304990,B738,795.87
413,B68342,JetBlue,BOS,DEN,2025-12-28T22:00:00,2025-12-29T00:35:12.745243,B737,669.94
414,UA8035,United Airlines,ORD,LAX,2025-12-28T17:00:00,2025-12-28T23:04:30.969062,B787,419.61
415,B68398,JetBlue,SEA,SFO,2025-12-28T15:45:00,2025-12-28T18:57:39.990455,A320,153.65
416,WN9229,Southwest Airlines,DFW,MIA,2025-12-28T11:45:00,2025-12-28T17:04:33.447080,B787,743.93
417,AA9965,American Airlines,DEN,SEA,2025-12-28T08:30:00,2025-12-28T11:34:06.184401,B737,184.06
418,WN4848,Southwest Airlines,LAX,SFO,2025-12-28T19:45:00,2025-12-28T23:25:33.025776,A321,376.19
419,AA6948,American Airlines,ORD,DEN,2025-12-28T09:00:00,2025-12-28T12:12:35.259400,B738,745.82
420,UA1739,United Airlines,ATL,ORD,2025-12-28T21:45:00,2025-12-29T00:09:13.750214,B737,882.22
421,WN9632,Southwest Airlines,SEA,MIA,2025-12-28T06:30:00,2025-12-28T09:12:01.738558,B737,66.18
422,B66531,JetBlue,BOS,ORD,2025-12-28T20:30:00,2025-12-28T23:55:28.858246,A321,677.73
423,B65101,JetBlue,JFK,SFO,2025-12-28T05:15:00,2025-12-28T07:41:55.970781,A320,401.99
424,B6493,JetBlue,MIA,SEA,2025-12-28T19:15:00,2025-12-28T22:11:07.779022,B737,443.77
425,DL7739,Delta Air Lines,LAX,DFW,2025-12-28T13:45:00,2025-12-28T17:01:22.394739,A320,803.91
426,B65166,JetBlue,SEA,DFW,2025-12-28T13:30:00,2025-12-28T16:37:06.770260,A321,466.81
427,B62602,JetBlue,MIA,DFW,2025-12-28T18:30:00,2025-12-28T21:06:30.291674,B737,335.97
428,DL9344,Delta Air Lines,ATL,DFW,2025-12-28T18:00:00,2025-12-28T23:59:35.792401,B787,845.74
429,DL7909,Delta Air Lines,SEA,JFK,2025-12-28T16:00:00,2025-12-28T19:17:23.109925,A320,842.7
430,AA6295,American Airlines,DFW,ORD,2025-12-28T06:15:00,2025-12-28T08:47:32.423690,B737,91.31
431,DL3833,Delta Air Lines,DEN,SEA,2025-12-28T09:30:00,2025-12-28T15:27:28.161843,B787,178.14
432,UA5234,United Airlines,ATL,SEA,2025-12-28T22:00:00,2025-12-29T03:40:27.463225,B787,587.44
433,DL3099,Delta Air Lines,MIA,ATL,2025-12-28T22:30:00,2025-12-29T02:14:49.771759,A321,389.16
434,AA8583,American Airlines,DFW,BOS,2025-12-28T08:15:00,2025-12-28T11:23:09.394390,A321,500.3
435,DL4710,Delta Air Lines,JFK,BOS,2025-12-28T07:15:00,2025-12-28T09:56:44.346749,B738,383.19
436,AA5503,American Airlines,SFO,JFK,2025-12-28T14:30:00,2025-12-28T20:40:24.933967,B787,348.65
437,WN7835,Southwest Airlines,LAX,JFK,2025-12-28T05:30:00,2025-12-28T11:23:07.655724,B787,362.17
438,DL6519,Delta Air Lines,JFK,ORD,2025-12-28T05:15:00,2025-12-28T08:40:30.769021,A321,216.76
439,WN8749,Southwest Airlines,ORD,LAX,2025-12-28T19:30:00,2025-12-28T22:17:22.367904,A320,376.17
440,AA130,American Airlines,SEA,JFK,2025-12-28T06:30:00,2025-12-28T09:51:04.852578,B738,115.6
441,DL6393,Delta Air Lines,BOS,DFW,2025-12-28T17:45:00,2025-12-28T21:22:50.788582,A321,617.49
442,AA2248,American Airlines,MIA,JFK,2025-12-28T18:00:00,2025-12-28T20:23:09.976423,A320,277.66
443,DL4614,Delta Air Lines,SEA,DFW,2025-12-28T23:30:00,2025-12-29T01:46:20.547688,A320,252.0
444,WN7192,Southwest Airlines,SFO,JFK,2025-12-28T08:15:00,2025-12-28T11:19:25.050511,B737,760.38
445,B6372,JetBlue,DFW,LAX,2025-12-28T06:00:00,2025-12-28T08:20:43.830831,A320,810.81
446,WN1089,Southwest Airlines,SFO,SEA,2025-12-28T06:30:00,2025-12-28T09:32:31.264425,A320,945.16
447,AA8016,American Airlines,ORD,LAX,2025-12-28T10:15:00,2025-12-28T13:14:03.708874,A321,680.0
448,AA5359,American Airlines,JFK,ATL,2025-12-28T19:00:00,2025-12-28T21:52:19.280703,B738,347.11
449,UA8766,United Airlines,SFO,MIA,2025-12-28T22:30:00,2025-12-29T01:29:01.246497,A321,955.1
450,WN6105,Southwest Airlines,SFO,ATL,2025-12-28T07:15:00,2025-12-28T10:02:40.353321,A320,649.38
451,AA7352,American Airlines,BOS,JFK,2025-12-28T15:45:00,2025-12-28T19:15:35.262953,A321,629.17
452,UA9286,United Airlines,DFW,BOS,2025-12-28T13:00:00,2025-12-28T15:04:45.104325,A320,111.56
453,UA1188,United Airlines,DEN,JFK,2025-12-28T07:15:00,2025-12-28T12:24:50.801826,B787,806.67
454,UA7284,United Airlines,LAX,JFK,2025-12-28T19:45:00,2025-12-28T23:00:47.943304,A321,623.77
455,UA4574,United Airlines,DEN,MIA,2025-12-29T18:30:00,2025-12-29T23:43:17.947154,B787,447.58
456,DL9235,Delta Air Lines,SEA,BOS,2025-12-29T21:45:00,2025-12-30T00:29:22.797625,A321,947.81
457,DL4013,Delta Air Lines,DEN,MIA,2025-12-29T20:00:00,2025-12-29T22:48:22.049994,B737,380.66
458,UA3893,United Airlines,LAX,DEN,2025-12-29T10:15:00,2025-12-29T13:37:58.531175,B738,658.51
459,B65994,JetBlue,SFO,BOS,2025-12-29T23:15:00,2025-12-30T01:36:03.815589,A320,519.87
460,WN4878,Southwest Airlines,DFW,LAX,2025-12-29T10:45:00,2025-12-29T13:41:42.410946,B738,805.71
461,WN2257,Southwest Airlines,MIA,LAX,2025-12-29T18:15:00,2025-12-30T00:22:58.985606,B787,92.53
462,AA6021,American Airlines,DFW,SEA,2025-12-29T09:45:00,2025-12-29T12:58:29.712221,A320,173.37
463,DL6222,Delta Air Lines,MIA,LAX,2025-12-29T11:45:00,2025-12-29T14:32:13.793546,A320,617.87
464,WN5565,Southwest Airlines,DEN,DFW,2025-12-29T17:30:00,2025-12-29T23:15:58.001471,B787,571.53
465,WN9562,Southwest Airlines,SFO,ORD,2025-12-29T13:30:00,2025-12-29T16:17:50.832689,A321,937.3
466,AA6691,American Airlines,LAX,SFO,2025-12-29T11:00:00,2025-12-29T14:29:35.390466,B738,557.74
467,B68566,JetBlue,MIA,ATL,2025-12-29T21:15:00,2025-12-30T00:18:40.351035,B738,417.81
468,UA8819,United Airlines,ATL,DFW,2025-12-29T06:45:00,2025-12-29T08:52:01.548324,A320,130.87
469,WN1521,Southwest Airlines,JFK,DFW,2025-12-29T16:45:00,2025-12-29T20:02:51.464480,B738,548.42
470,WN5136,Southwest Airlines,ORD,ATL,2025-12-29T15:00:00,2025-12-29T18:17:43.926787,A321,904.23
471,AA923,American Airlines,DEN,LAX,2025-12-29T20:45:00,2025-12-29T23:40:54.838875,A320,114.05
472,DL2697,Delta Air Lines,SEA,ORD,2025-12-29T14:00:00,2025-12-29T16:41:17.487074,A320,869.06
473,WN4295,Southwest Airlines,JFK,SFO,2025-12-29T14:30:00,2025-12-29T17:19:04.323165,A321,467.53
474,AA3165,American Airlines,ORD,DFW,2025-12-29T18:00:00,2025-12-29T20:59:48.250446,A320,121.95
475,WN4728,Southwest Airlines,ATL,SFO,2025-12-29T06:45:00,2025-12-29T09:22:10.409750,A321,136.52
476,B64583,JetBlue,ORD,MIA,2025-12-29T13:15:00,2025-12-29T16:00:07.711546,B737,316.89
477,DL6500,Delta Air Lines,ORD,JFK,2025-12-29T11:00:00,2025-12-29T13:38:06.098013,B738,299.66
478,B68231,JetBlue,ATL,LAX,2025-12-29T19:30:00,2025-12-29T22:48:34.863147,A321,789.12
